         3615335 function calls (3404599 primitive calls) in 92.096 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      300    0.016    0.000    0.022    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\tokenization_utils_base.py:2672(_get_padding_truncation_strategies)
      112    0.016    0.000    0.348    0.003 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\arrow_writer.py:632(write_table)
     2464    0.016    0.000    0.017    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\dill\logger.py:136(trace)
      701    0.016    0.000    0.022    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        4    0.016    0.004    0.098    0.025 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\evaluate\loading.py:139(get_imports)
   544/27    0.016    0.000   10.136    0.375 <frozen importlib._bootstrap>:911(_load_unlocked)
   540/27    0.015    0.000   10.114    0.375 {built-in method builtins.exec}
        1    0.015    0.015    0.114    0.114 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\modeling_utils.py:715(_load_state_dict_into_meta_model)
     1063    0.015    0.000    0.041    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\enum.py:1562(__and__)
      100    0.015    0.000    0.093    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\tokenization_utils_base.py:3449(prepare_for_model)
  746/485    0.015    0.000    0.131    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\copy.py:217(_deepcopy_dict)
     2352    0.014    0.000    0.037    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\dill\logger.py:127(trace_setup)
     3325    0.014    0.000    0.015    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1790(isEnabledFor)
    48008    0.014    0.000    0.015    0.000 {method 'join' of 'str' objects}
      112    0.014    0.000    0.159    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\fingerprint.py:307(format_kwargs_for_fingerprint)
     1244    0.014    0.000    0.015    0.000 {method 'sub' of 're.Pattern' objects}
        7    0.014    0.002    0.018    0.003 {built-in method _imp.create_dynamic}
     1584    0.014    0.000    0.039    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\features\features.py:523(__post_init__)
      553    0.014    0.000    0.015    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\packaging\version.py:523(_cmpkey)
  569/568    0.014    0.000    0.370    0.001 <frozen importlib._bootstrap_external>:1491(_get_spec)
      459    0.014    0.000    0.014    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:372(_escape)
      237    0.014    0.000    0.014    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\torch\nn\modules\module.py:466(__init__)
    59999    0.014    0.000    0.014    0.000 {built-in method sentencepiece._sentencepiece.SentencePieceProcessor_GetPieceSize}
    11536    0.013    0.000    0.013    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\pickle.py:599(persistent_id)
        8    0.013    0.002    0.016    0.002 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\matplotlib\artist.py:1433(get_aliases)
      544    0.013    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
      440    0.013    0.000    0.020    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\descriptors\__init__.py:9(__new__)
      135    0.013    0.000    0.013    0.000 {built-in method nt.listdir}
      448    0.013    0.000    0.014    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\table.py:1841(array_cast)
      112    0.013    0.000    1.505    0.013 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\evaluate\module.py:488(add_batch)
     2352    0.013    0.000    1.538    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\dill\_dill.py:418(dump)
8162/8123    0.013    0.000    0.022    0.000 {built-in method __new__ of type object at 0x00007FFEDFB468F0}
      741    0.013    0.000    0.018    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\cell\cell.py:176(_bind_value)
     2352    0.013    0.000    0.047    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\pickle.py:206(end_framing)
      112    0.013    0.000    2.778    0.025 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\evaluate\module.py:381(_finalize)
    46831    0.013    0.000    0.013    0.000 {method 'items' of 'dict' objects}
     5152    0.013    0.000    0.013    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\dill\_dill.py:2180(is_dill)
    217/1    0.012    0.000    0.019    0.019 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\torch\nn\modules\module.py:912(_apply)
      392    0.012    0.000    0.012    0.000 {method 'max' of 'torch._C.TensorBase' objects}
      506    0.012    0.000    0.047    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\torch\nn\modules\module.py:2600(_named_members)
      112    0.012    0.000    0.031    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\tqdm\std.py:952(__init__)
      163    0.012    0.000    0.016    0.000 <frozen ntpath>:236(split)
      868    0.012    0.000    0.012    0.000 {built-in method nt._path_exists}
     4010    0.012    0.000    0.013    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\collections\__init__.py:447(_make)
     6188    0.011    0.000    0.013    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\torch\nn\modules\container.py:340(__len__)
    44036    0.011    0.000    0.011    0.000 {built-in method builtins.min}
     2352    0.011    0.000    1.676    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\utils\_dill.py:106(dumps)
  896/448    0.011    0.000    0.086    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\table.py:1794(wrapper)
     6345    0.011    0.000    0.022    0.000 <frozen abc>:117(__instancecheck__)
     7544    0.011    0.000    0.022    0.000 {built-in method builtins.max}
       56    0.011    0.000   66.657    1.190 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\bert_score\scorer.py:182(score)
     2421    0.011    0.000    0.012    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\descriptors\base.py:19(__init__)
        2    0.011    0.006    0.044    0.022 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\modeling_utils.py:503(load_state_dict)
     3319    0.011    0.000    0.012    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\enum.py:1544(_get_value)
     2352    0.011    0.000    1.711    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\fingerprint.py:186(hash)
      275    0.011    0.000    0.020    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\pathlib.py:387(_parse_path)
    29529    0.011    0.000    0.011    0.000 {method 'startswith' of 'str' objects}
  336/112    0.011    0.000    0.011    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\features\features.py:2201(recursive_reorder)
        4    0.011    0.003    0.024    0.006 <frozen importlib._bootstrap_external>:1438(invalidate_caches)
     4244    0.011    0.000    0.019    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:256(match)
      112    0.011    0.000    1.684    0.015 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\fingerprint.py:209(generate_fingerprint)
      508    0.011    0.000    0.011    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:216(_compile_charset)
     2405    0.011    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
  672/336    0.010    0.000    0.466    0.001 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\pickle.py:868(save_tuple)
      100    0.010    0.000    0.026    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\tokenization_utils_base.py:3230(pad)
      729    0.010    0.000    0.026    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\pandas\io\formats\excel.py:872(_generate_body)
      672    0.010    0.000    0.554    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\utils\py_utils.py:194(asdict)
      784    0.010    0.000    0.270    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\features\features.py:445(cast_to_python_objects)
      112    0.010    0.000   66.403    0.593 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\bert_score\utils.py:424(get_bert_embedding)
      346    0.010    0.000    0.011    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\inspect.py:175(get_annotations)
      536    0.010    0.000    0.071    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
      448    0.010    0.000    0.043    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\arrow_writer.py:458(schema)
     1232    0.010    0.000    0.010    0.000 {method 'type_as' of 'torch._C.TensorBase' objects}
      336    0.010    0.000    0.010    0.000 {built-in method torch.tensor}
4243/4237    0.010    0.000    0.027    0.000 {built-in method builtins.any}
      112    0.010    0.000    0.027    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\utils\generic.py:374(__post_init__)
      701    0.010    0.000    0.015    0.000 <frozen importlib._bootstrap>:124(setdefault)
      112    0.010    0.000    0.018    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\torch\functional.py:1698(norm)
      741    0.010    0.000    0.012    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\cell\_writer.py:12(_set_attributes)
      112    0.009    0.000    0.145    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\arrow_writer.py:346(__init__)
    33515    0.009    0.000    0.010    0.000 {method 'add' of 'set' objects}
       36    0.009    0.000    0.024    0.001 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\email\feedparser.py:216(_parsegen)
      336    0.009    0.000    0.019    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\fsspec\implementations\local.py:240(_strip_protocol)
      112    0.009    0.000    0.037    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\fsspec\core.py:331(_un_chain)
      701    0.009    0.000    0.011    0.000 <frozen importlib._bootstrap>:372(release)
      336    0.009    0.000    0.009    0.000 {built-in method torch.arange}
     2275    0.009    0.000    0.024    0.000 {built-in method builtins.all}
     1874    0.009    0.000    0.024    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\descriptors\base.py:68(__set__)
        1    0.009    0.009    0.341    0.341 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\modeling_utils.py:4604(_load_pretrained_model)
     2070    0.009    0.000    0.020    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\descriptors\base.py:35(__init__)
    51255    0.009    0.000    0.009    0.000 {function _ParameterMeta.__instancecheck__ at 0x000001E66C4AF9C0}
      113    0.009    0.000    0.009    0.000 {built-in method _thread.start_new_thread}
      100    0.009    0.000    2.476    0.025 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\tokenization_utils.py:621(tokenize)
      100    0.009    0.000    3.268    0.033 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\tokenization_utils.py:743(_encode_plus)
     4617    0.009    0.000    0.009    0.000 {method 'split' of 'str' objects}
      349    0.009    0.000    0.016    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\inspect.py:2998(__init__)
      269    0.009    0.000    2.316    0.009 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:740(compile)
     4792    0.009    0.000    0.009    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      100    0.009    0.000    3.281    0.033 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\tokenization_utils_base.py:3020(encode_plus)
      947    0.009    0.000    0.015    0.000 <frozen os>:680(__getitem__)
      224    0.009    0.000    0.009    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\formatting\formatting.py:145(extract_column)
      224    0.009    0.000    0.009    0.000 {method 'div_' of 'torch._C.TensorBase' objects}
    26823    0.008    0.000    0.008    0.000 {method 'endswith' of 'str' objects}
    24080    0.008    0.000    0.008    0.000 {method 'write' of '_io.BytesIO' objects}
      588    0.008    0.000    0.010    0.000 {method '__exit__' of '_io._IOBase' objects}
     1659    0.008    0.000    0.008    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\packaging\version.py:471(_parse_letter_version)
      448    0.008    0.000    0.030    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\dill\_dill.py:1053(_locate_function)
      112    0.008    0.000    0.008    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
      112    0.008    0.000    0.155    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\info.py:296(copy)
      675    0.008    0.000    0.037    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\json\encoder.py:183(encode)
      741    0.008    0.000    0.008    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\pandas\io\excel\_base.py:1293(_value_with_fmt)
    40131    0.008    0.000    0.008    0.000 {built-in method builtins.id}
1914/1682    0.008    0.000    0.008    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\transformers\configuration_utils.py:207(__getattribute__)
      112    0.008    0.000    0.010    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\pyarrow\ipc.py:50(__init__)
      236    0.008    0.000    0.010    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:312(_class_escape)
     3360    0.008    0.000    0.008    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\dill\_dill.py:123(<genexpr>)
       56    0.008    0.000   69.556    1.242 C:\Users\User\.cache\huggingface\modules\evaluate_modules\metrics\evaluate-metric--bertscore\cf4907b18f8f741f202232c0f8009a3bd49ff98802c245abcb6ea51a37a8c05b\bertscore.py:129(_compute)
  784/448    0.008    0.000    0.949    0.002 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\pickle.py:959(save_dict)
      112    0.008    0.000    0.331    0.003 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\arrow_reader.py:187(_read_files)
   131/18    0.008    0.000    0.013    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\openpyxl\descriptors\serialisable.py:106(to_tree)
       39    0.008    0.000    0.009    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\enum.py:254(__set_name__)
      324    0.008    0.000    0.011    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\typing.py:175(_type_check)
  784/448    0.007    0.000    0.935    0.002 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\utils\_dill.py:72(_batch_setitems)
     2352    0.007    0.000    0.017    0.000 C:\Users\User\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1964(isEnabledFor)
      336    0.007    0.000    0.008    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\fsspec\implementations\local.py:290(make_path_posix)
        8    0.007    0.001    0.009    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\matplotlib\artist.py:1511(get_setters)
      116    0.007    0.000    0.134    0.001 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\filelock\_api.py:82(__call__)
      112    0.007    0.000    0.322    0.003 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\datasets\arrow_writer.py:433(_build_writer)
      222    0.007    0.000    0.041    0.000 C:\Users\User\PycharmProjects\hackathon_hse25_2\.venv\Lib\site-packages\torch\nn\modules\module.py:656(get_submodule)
